,Brands,Styles,Prices,Reduced_Prices,Available_in_Multiple_Colors
1930,Burton,ORTON EMBOSSED DERBY,210 ,210 SAR,0
1931,Reebok,Royal Heredis Vulc,235 ,235 SAR,0
1932,Seventy Five,Camo Knitted Sports Sneakers,139 ,139 SAR,1
1934,adidas,Terrex Climacool Jawpaw II,275 ,275 SAR,0
1936,Tommy Hilfiger,Velcro Beach Slides,209 ,209 SAR,0
1937,adidas Originals,Yung-96,475 ,475 SAR,0
1939,Robert Wood,Snake Print Casual Slip Ons,119 ,119 SAR,0
1940,New Look,Leo Tassel Loafers,189 ,189 SAR,0
1941,Slydes,Cali Logo Pool Slides,115 ,115 SAR,1
1942,Reebok,Print Run 3.0 NU,445 ,445 SAR,0
1943,Robert Wood,Tassel Detail Casual Slip Ons,119 ,119 SAR,0
1944,On Running,Cloud V2,730 ,730 SAR,0
1945,Call It Spring,Huttner-R Lace ups,239 ,239 SAR,1
1947,Umbro,Neptune,345 ,345 SAR,1
1948,Seventy Five,Casual Sneakers,139 ,139 SAR,0
1949,Bass Weejuns,Tassel Larkin Loafers,475 ,475 SAR,1
1950,Birkenstock,Arizona Double Strap Sandals,429 ,429 SAR,1
1953,Lacoste,Sideline Sneakers,379 ,379 SAR,0
1954,Puma,Epic Flip v2,85 ,85 SAR,0
1957,Brave Soul,Mesh Overlay Sneakers,129 ,129 SAR,0
1959,Aldo,Mx.0 Sneakers,399 ,399 SAR,0
1960,Jack & Jones,Rowden Slip Ons,129 ,129 SAR,0
1961,Bass Weejuns,Larkin Slip ons,475 ,475 SAR,0
1962,Jack & Jones,Bivoni Denim Flip Flops,55 ,55 SAR,0
1963,Steve Madden,Casual Slides,449 ,449 SAR,0
1964,Nike,SB Delta Force Vulc,315 ,315 SAR,0
1968,Nike,Varsity Compete Trainer,399 ,399 SAR,0
1970,Comfort Plus,Arabic Sandals,219 ,219 SAR,0
1973,Robert Wood,Perforated Driver Moccasins,139 ,139 SAR,1
1975,Nike,Mercurial Superfly Club 6 TF,369 ,369 SAR,0
1977,Topman,Tassel Loafers,175 ,175 SAR,0
1978,Topman,Mantis Weave Lace Ups,299 ,299 SAR,0
1980,adidas,Duramo Slides,115 ,115 SAR,0
1981,Puma,Cali-0,450 ,450 SAR,0
1982,Topman,Chant Derby Shoes,249 ,249 SAR,0
1983,Superdry,Sleek Tennis Trainers,245 ,245 SAR,0
1985,Cotton On,Bondi Striped Flip Flops,25 ,25 SAR,0
1986,Reebok,Workout Plus,480 ,480 SAR,0
1989,Robert Wood,Brogue Wing Cap Derby Lace Ups,129 ,129 SAR,0
1991,Aldo,Moraunt Sandals,129 ,129 SAR,0
1992,Havaianas,Kids Printed Slyde,75 ,75 SAR,0
1993,Seventy Five,Bedroom Moccassins,65 ,65 SAR,0
1994,Polo Ralph Lauren,Barron Casual Slip Ons,435 ,435 SAR,0
1997,adidas Originals,Forest Grove,375 ,375 SAR,1
1998,Converse,Chuck Taylor All Star 70s,369 ,369 SAR,0
1999,Timberland,Killington 6 In Boots,499 ,499 SAR,0
2000,Skechers,On-The-Go 600 - Venture,240 ,240 SAR,0
2001,Skechers,On-The-Go 600 - Seaport,170 ,170 SAR,0
2002,Robert Wood,Faux Suede Bow Detail Loafers,119 ,119 SAR,0
2003,Reebok,Aim MT,310 ,310 SAR,0
2008,adidas Originals,Sabalo,325 ,325 SAR,0
2011,Reebok,Flexagon Energy TR,255 ,255 SAR,0
2012,Steve Madden,Compass Lace Ups,"449 
                     
                    225 ","449 SAR
                     
                    225 SAR",0
2013,Vans,Harry Potter Daily Prophet ComfyCush Era,329 ,329 SAR,0
2018,Converse,Courtlandt,199 ,199 SAR,0
2020,Havaianas,Mario Flip Flops,130 ,130 SAR,0
2021,Nike,Benassi Solarsoft Slide 2,169 ,169 SAR,0
2023,Hype,Casual Flip Flops,"85 
                     
                    51 ","85 SAR
                     
                    51 SAR",0
2024,Le Confort,Buckled Sandals,"379 
                     
                    190 ","379 SAR
                     
                    190 SAR",0
2025,Aldo,Wendawen Slides,"299 
                     
                    164 ","299 SAR
                     
                    164 SAR",0
2027,Le Confort,Casual Loafers,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2029,Aldo,Yvon Slipons,"309 
                     
                    170 ","309 SAR
                     
                    170 SAR",0
2030,Converse,Chuck Taylor All Star 1970s,"346 
                     
                    208 ","346 SAR
                     
                    208 SAR",1
2031,adidas,Adilette Comfort Slides,"190 
                     
                    124 ","190 SAR
                     
                    124 SAR",0
2032,Robert Wood,Faux Leather Casual Slip Ons,"119 
                     
                    89 ","119 SAR
                     
                    89 SAR",0
2033,Steve Madden,Landers Lace Ups,"479 
                     
                    240 ","479 SAR
                     
                    240 SAR",0
2034,Skechers,Marauder,"260 
                     
                    221 ","260 SAR
                     
                    221 SAR",1
2035,Robert Wood,Formal Patent Lace Ups,"129 
                     
                    103 ","129 SAR
                     
                    103 SAR",0
2036,Le Confort,Formal Slip ons,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",0
2037,Seventy Five,Faux Leather Casual Espadrilles,"99 
                     
                    54 ","99 SAR
                     
                    54 SAR",0
2038,Steve Madden,Frozen Sneakers,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",0
2039,Robert Wood,Casual Boots,"139 
                     
                    118 ","139 SAR
                     
                    118 SAR",1
2040,Robert Wood,Formal Classic Slip Ons,"119 
                     
                    83 ","119 SAR
                     
                    83 SAR",1
2041,Lacoste,Lit Fit Casual Sneakers,"505 
                     
                    303 ","505 SAR
                     
                    303 SAR",0
2042,adidas,Adilette Slides,"180 
                     
                    108 ","180 SAR
                     
                    108 SAR",0
2043,Steve Madden,Estonia Loafers,"479 
                     
                    240 ","479 SAR
                     
                    240 SAR",0
2046,Slydes,Cali Logo Pool Slide,"79 
                     
                    40 ","79 SAR
                     
                    40 SAR",0
2052,Reebok,Print Lite Rush,395 ,395 SAR,1
2057,Nike,SB Dunk Low Pro,499 ,499 SAR,0
2058,Tommy Hilfiger,Eva Knit Runners,459 ,459 SAR,0
2059,Fila, Ray Tracer,475 ,475 SAR,1
2060,Puma,Leadcat Knit Premium Slides,210 ,210 SAR,0
2063,Loungeable,Polar Bear Bedroom Slippers,79 ,79 SAR,0
2065,Onitsuka Tiger,Mexico 66 Slip on,350 ,350 SAR,0
2066,Nike,Air Zoom Structure 22,599 ,599 SAR,0
2067,Nike,Phantom Venom Club TF,299 ,299 SAR,0
2070,Call It Spring,Chistopher Lace ups,279 ,279 SAR,0
2071,Timberland,"Radford 6"" Boot WP",649 ,649 SAR,0
2072,Puma,RS-0 Winter INJ Toys,455 ,455 SAR,0
2073,EA7 Emporio Armani,Classic New Cc U,765 ,765 SAR,0
2075,Reebok,Yourflex Train 11,310 ,310 SAR,0
2078,EA7 Emporio Armani,Cult Vintage Sneakers,559 ,559 SAR,1
2082,Skechers,Flex Advantage 1.0,195 ,195 SAR,0
2083,Reebok,Workout Plus ATI 90s,480 ,480 SAR,0
2084,Jack & Jones,Radley Fusion Sneakers,219 ,219 SAR,0
2086,Nike,Benassi JDI Print Slides,149 ,149 SAR,0
2090,Hype,Core Flipflops,"69 
                     
                    45 ","69 SAR
                     
                    45 SAR",0
2092,Aldo,Qyllan Flip Flops,"309 
                     
                    209 ","309 SAR
                     
                    209 SAR",0
2093,Aldo,Galuwen Eva Flip Flops,"199 
                     
                    159 ","199 SAR
                     
                    159 SAR",0
2095,Aldo,Lelarien Strap Slides,"259 
                     
                    207 ","259 SAR
                     
                    207 SAR",0
2096,Selected Homme,Casual Sneakers,"465 
                     
                    233 ","465 SAR
                     
                    233 SAR",0
2097,Dune London,Pongo Checkered Snaffle  Slip Ons,"499 
                     
                    399 ","499 SAR
                     
                    399 SAR",0
2098,Reebok,Instapump Fury OG,"940 
                     
                    611 ","940 SAR
                     
                    611 SAR",0
2099,Asics,GEL - Saga,"465 
                     
                    302 ","465 SAR
                     
                    302 SAR",0
2101,Steve Madden, Homeland Sneakers,"349 
                     
                    175 ","349 SAR
                     
                    175 SAR",0
2102,The North Face,Dellan,"449 
                     
                    337 ","449 SAR
                     
                    337 SAR",0
2103,Le Confort,Wide Cross Strap Sandals,"249 
                     
                    125 ","249 SAR
                     
                    125 SAR",0
2104,Call It Spring,Arsidius Sneakers,"199 
                     
                    129 ","199 SAR
                     
                    129 SAR",0
2105,Polo Ralph Lauren,Thompson-Ne Sneakers,"430 
                     
                    258 ","430 SAR
                     
                    258 SAR",0
2106,Aldo,Thoavia Sneakers,"299 
                     
                    239 ","299 SAR
                     
                    239 SAR",0
2107,Puma,Big Sean Suede 'Spectra',"495 
                     
                    421 ","495 SAR
                     
                    421 SAR",0
2108,Seventy Five,Casual Slipons,"130 
                     
                    55 ","130 SAR
                     
                    55 SAR",0
2110,Guess,Glorym Sneakers,"345 
                     
                    207 ","345 SAR
                     
                    207 SAR",0
2111,Call It Spring,Rainy Slip Ons,"339 
                     
                    170 ","339 SAR
                     
                    170 SAR",0
2112,Reebok,Aztrek,"520 
                     
                    312 ","520 SAR
                     
                    312 SAR",0
2113,Robert Wood,Faux Suede Casual Lace Up,"139 
                     
                    76 ","139 SAR
                     
                    76 SAR",0
2114,Aldo,Onaleniel Flip Flops,"199 
                     
                    169 ","199 SAR
                     
                    169 SAR",0
2115,Steve Madden,Debar Mule Slip ons,"479 
                     
                    287 ","479 SAR
                     
                    287 SAR",0
2116,Call It Spring,Adeniel Slip Ons,"319 
                     
                    271 ","319 SAR
                     
                    271 SAR",0
2117,Steve Madden,Guinea Cross Strap Sandals,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",1
2118,Fila,Trailblazer Magic Line,"535 
                     
                    401 ","535 SAR
                     
                    401 SAR",0
2119,Reebok,Aim MT,"310 
                     
                    233 ","310 SAR
                     
                    233 SAR",0
2121,Seventy Five,Camo Knitted Sports Sneakers,"139 
                     
                    111 ","139 SAR
                     
                    111 SAR",1
2122,Reebok,Revenge Plus MU,"415 
                     
                    249 ","415 SAR
                     
                    249 SAR",0
2123,Converse,One Star,"346 
                     
                    225 ","346 SAR
                     
                    225 SAR",0
2124,Nike,Zoom Fly,"735 
                     
                    441 ","735 SAR
                     
                    441 SAR",0
2125,Nike,Benassi JDI TXT SE,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",1
2126,Brave Soul,Webbing Detail Sneakers,"109 
                     
                    87 ","109 SAR
                     
                    87 SAR",0
2127,Vans,Marvel Slip Ons,"249 
                     
                    187 ","249 SAR
                     
                    187 SAR",0
2129,Diesel,Sa- Nihhao  Casual Flipflop,"295 
                     
                    162 ","295 SAR
                     
                    162 SAR",0
2130,Aldo,Rinazzo Sneaker,"319 
                     
                    239 ","319 SAR
                     
                    239 SAR",1
2131,Maverick,Formal Lace Ups,"119 
                     
                    74 ","119 SAR
                     
                    74 SAR",0
2132,Steve Madden,Cuba Sandals,"449 
                     
                    337 ","449 SAR
                     
                    337 SAR",0
2133,Asics,GEL-Quantum 360 Knit 2,"890 
                     
                    534 ","890 SAR
                     
                    534 SAR",0
2134,Call It Spring,Mireirwen Sandals,"209 
                     
                    157 ","209 SAR
                     
                    157 SAR",0
2135,Nike,Magista Obra 2 Elite DF FG,"1315 
                     
                    658 ","1315 SAR
                     
                    658 SAR",0
2136,Reebok,Phase 1 Pro MU,"445 
                     
                    289 ","445 SAR
                     
                    289 SAR",0
2137,adidas,X 18.1 FG,"1000 
                     
                    625 ","1000 SAR
                     
                    625 SAR",0
2138,Seventy Five,Transparent Sneakers,"119 
                     
                    65 ","119 SAR
                     
                    65 SAR",0
2139,Vans,SK8-Hi Reissue Strap,"329 
                     
                    247 ","329 SAR
                     
                    247 SAR",0
2141,Nicce,Panacea Sneakers,"305 
                     
                    244 ","305 SAR
                     
                    244 SAR",0
2142,Le Confort,Casual  Sandals,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2143,Call It Spring,Larurwen Sandals,"209 
                     
                    136 ","209 SAR
                     
                    136 SAR",1
2144,Aldo,Wyanet Slip On,"499 
                     
                    299 ","499 SAR
                     
                    299 SAR",0
2145,adidas Originals,Gazelle,"475 
                     
                    285 ","475 SAR
                     
                    285 SAR",0
2146,Asics,GEL-Lyte V Sanze Knit,"675 
                     
                    338 ","675 SAR
                     
                    338 SAR",0
2147,Call It Spring,Ybalirwen Slip Ons,"249 
                     
                    125 ","249 SAR
                     
                    125 SAR",0
2148,Call It Spring,Scrobb Lace Ups,"239 
                     
                    179 ","239 SAR
                     
                    179 SAR",1
2149,Le Confort,Double Strap Buckled Sandals,"379 
                     
                    190 ","379 SAR
                     
                    190 SAR",0
2150,Reebok,Crossfit Nano 8.0,"605 
                     
                    514 ","605 SAR
                     
                    514 SAR",0
2151,Nike,Air Max Vision,"599 
                     
                    374 ","599 SAR
                     
                    374 SAR",0
2152,Reebok,Cloudride DMX 3.0,"395 
                     
                    356 ","395 SAR
                     
                    356 SAR",0
2153,Polo Ralph Lauren,Train 100 Sneaker,"720 
                     
                    360 ","720 SAR
                     
                    360 SAR",0
2154,Slydes,Cali Logo Pool Slides,"95 
                     
                    62 ","95 SAR
                     
                    62 SAR",1
2155,Kurt Geiger London,Alverez Sneakers,"430 
                     
                    237 ","430 SAR
                     
                    237 SAR",1
2156,Converse,One Star,"346 
                     
                    190 ","346 SAR
                     
                    190 SAR",0
2157,Vans,Classic Slip Ons,"249 
                     
                    199 ","249 SAR
                     
                    199 SAR",0
2158,Asics,GEL-Lyte V Sanze,"499 
                     
                    250 ","499 SAR
                     
                    250 SAR",0
2159,Vans,Anaheim Factory Slip Ons 47 V DX,"289 
                     
                    145 ","289 SAR
                     
                    145 SAR",1
2160,Steve Madden,V-Niger Sandals,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2161,Steve Madden,Forsyth Sneakers,"299 
                     
                    224 ","299 SAR
                     
                    224 SAR",0
2162,Aldo,Ceastun Thong,"309 
                     
                    185 ","309 SAR
                     
                    185 SAR",0
2164,Steve Madden,Adam Sandals,"329 
                     
                    247 ","329 SAR
                     
                    247 SAR",0
2166,adidas,Adissage Slides,"165 
                     
                    132 ","165 SAR
                     
                    132 SAR",0
2167,Vans,Authentic,"249 
                     
                    149 ","249 SAR
                     
                    149 SAR",0
2168,Slydes,Tazer Pool Slide,"119 
                     
                    71 ","119 SAR
                     
                    71 SAR",1
2169,Aldo,Verradda Sneakers,"469 
                     
                    352 ","469 SAR
                     
                    352 SAR",0
2170,Aldo,Cadilia Slip On,"479 
                     
                    359 ","479 SAR
                     
                    359 SAR",0
2171,Robert Wood,Faux Suede Casual Slip Ons,"119 
                     
                    95 ","119 SAR
                     
                    95 SAR",0
2172,Ecco,Melbourne Slip Ons,"699 
                     
                    524 ","699 SAR
                     
                    524 SAR",0
2173,Dune London,Baxter Laceup,"525 
                     
                    315 ","525 SAR
                     
                    315 SAR",0
2174,Asics,GEL Quantum 360,"890 
                     
                    579 ","890 SAR
                     
                    579 SAR",0
2175,Asics,GEL - DS Trainer OG,"570 
                     
                    285 ","570 SAR
                     
                    285 SAR",0
2176,adidas Originals,Sobakov,"550 
                     
                    330 ","550 SAR
                     
                    330 SAR",0
2177,Ted Baker,Lapiin Lace Up,"740 
                     
                    629 ","740 SAR
                     
                    629 SAR",0
2178,Tommy Jeans,Retro Sneakers,"509 
                     
                    382 ","509 SAR
                     
                    382 SAR",0
2179,Call It Spring,Aroalle Slides,"169 
                     
                    101 ","169 SAR
                     
                    101 SAR",0
2180,Robert Wood,Faux Leather Casual Slip Ons,"119 
                     
                    95 ","119 SAR
                     
                    95 SAR",0
2181,Diesel,S-Kbay Sneakers,"919 
                     
                    551 ","919 SAR
                     
                    551 SAR",0
2182,Seventy Five,Oxford Sneakers,"89 
                     
                    44 ","89 SAR
                     
                    44 SAR",0
2184,adidas Originals,Nizza,"325 
                     
                    244 ","325 SAR
                     
                    244 SAR",1
2185,Lyle & Scott,Thomson Casual Slides,"125 
                     
                    113 ","125 SAR
                     
                    113 SAR",0
2186,New Balance,1500v5,"499 
                     
                    324 ","499 SAR
                     
                    324 SAR",0
2187,Under Armour,Speedform AMP 3.0,"598 
                     
                    508 ","598 SAR
                     
                    508 SAR",0
2189,Polo Ralph Lauren,Whitlebury II  Flip Flops,"150 
                     
                    90 ","150 SAR
                     
                    90 SAR",1
2190,Aldo,Nedeleg Sneaker,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",1
2191,Le Confort,Mule Loafers,"499 
                     
                    299 ","499 SAR
                     
                    299 SAR",0
2192,Reebok,Aztrek,"520 
                     
                    312 ","520 SAR
                     
                    312 SAR",1
2193,Puma,Ferrari Selezione II,"360 
                     
                    324 ","360 SAR
                     
                    324 SAR",0
2194,Seventy Five,Knitted Slip On Sneakers,"109 
                     
                    82 ","109 SAR
                     
                    82 SAR",0
2195,Hero's Heroine,Logo Slide,"185 
                     
                    120 ","185 SAR
                     
                    120 SAR",0
2196,Burton,Bovey Plimsoll Sneakers,"135 
                     
                    88 ","135 SAR
                     
                    88 SAR",0
2197,Lacoste,Straightset Sneakers,"470 
                     
                    376 ","470 SAR
                     
                    376 SAR",0
2198,Asics,GEL-PTG Mickey,"475 
                     
                    309 ","475 SAR
                     
                    309 SAR",0
2199,Onitsuka Tiger,Mexico 66,"470 
                     
                    400 ","470 SAR
                     
                    400 SAR",0
2200,Hype,Script Flipflops,"85 
                     
                    50 ","85 SAR
                     
                    50 SAR",0
2201,Puma,Red Bull Cups Lo,"340 
                     
                    204 ","340 SAR
                     
                    204 SAR",0
2202,Asics,GEL-Kayano 5 OG,"655 
                     
                    393 ","655 SAR
                     
                    393 SAR",0
2203,Steve Madden, Sharper Sneakers,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2205,Call It Spring,Erorenna Lace Ups,"319 
                     
                    191 ","319 SAR
                     
                    191 SAR",0
2206,Seventy Five,Casual Sneakers,"160 
                     
                    64 ","160 SAR
                     
                    64 SAR",0
2207,Ecco,Collin 2.0 Sneakers,"749 
                     
                    562 ","749 SAR
                     
                    562 SAR",0
2208,Robert Wood,Classic Brogue Oxford Lace Ups,"129 
                     
                    97 ","129 SAR
                     
                    97 SAR",1
2209,Le Confort,Formal Slip ons,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",1
2210,Steve Madden,Bengee Cross Strap Slide Sandals,"299 
                     
                    224 ","299 SAR
                     
                    224 SAR",1
2212,New Look,Finster   Sneakers,"129 
                     
                    103 ","129 SAR
                     
                    103 SAR",0
2213,Jack & Jones,Blade Sneakers,"249 
                     
                    157 ","249 SAR
                     
                    157 SAR",0
2214,Reebok,Workout LO Clean ID,"460 
                     
                    238 ","460 SAR
                     
                    238 SAR",0
2215,Under Armour,Ripple MTL,"335 
                     
                    285 ","335 SAR
                     
                    285 SAR",0
2216,Le Confort,Wide Double Strap Sandals,"199 
                     
                    100 ","199 SAR
                     
                    100 SAR",0
2217,Robert Wood,Cross Strap Sandals,"69 
                     
                    55 ","69 SAR
                     
                    55 SAR",0
2218,Reebok,DMX Fusion Lite N,"520 
                     
                    312 ","520 SAR
                     
                    312 SAR",0
2219,Topman,Bryant Derby Shoes,"175 
                     
                    105 ","175 SAR
                     
                    105 SAR",1
2220,Nike,SB Portmore II SLR,"349 
                     
                    209 ","349 SAR
                     
                    209 SAR",0
2221,Diesel,S-Danny Camo Sneakers,"989 
                     
                    593 ","989 SAR
                     
                    593 SAR",0
2222,Jack & Jones,Bromley  Lace Ups,"295 
                     
                    221 ","295 SAR
                     
                    221 SAR",0
2223,Onitsuka Tiger,GSM,"415 
                     
                    249 ","415 SAR
                     
                    249 SAR",0
2224,adidas Originals,Tubular Shadow PK,"550 
                     
                    413 ","550 SAR
                     
                    413 SAR",0
2225,Aldo,Royton Slip On,"499 
                     
                    250 ","499 SAR
                     
                    250 SAR",1
2226,Comfort Plus,Leather Arabic Sandals,"175 
                     
                    158 ","175 SAR
                     
                    158 SAR",0
2228,Calvin Klein,Logo Flipflops,"173 
                     
                    104 ","173 SAR
                     
                    104 SAR",0
2229,Crime London,Sprint Sneakers,"935 
                     
                    608 ","935 SAR
                     
                    608 SAR",0
2230,Aldo,Nedeleg Sneaker,"299 
                     
                    254 ","299 SAR
                     
                    254 SAR",1
2231,Call It Spring,Naudien Sneakers,"249 
                     
                    149 ","249 SAR
                     
                    149 SAR",0
2232,Steve Madden,Peru Sandals,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",1
2233,Converse,Chuck Taylor 70,"377 
                     
                    283 ","377 SAR
                     
                    283 SAR",0
2234,Converse,One Star,"346 
                     
                    208 ","346 SAR
                     
                    208 SAR",0
2235,Under Armour,RailFit TXT,"524 
                     
                    354 ","524 SAR
                     
                    354 SAR",0
2236,Puma,Suede 90681,"495 
                     
                    297 ","495 SAR
                     
                    297 SAR",0
2237,Robert Wood,Classic Formal Slip Ons,"129 
                     
                    97 ","129 SAR
                     
                    97 SAR",0
2238,Asics,GEL-VT V,"499 
                     
                    299 ","499 SAR
                     
                    299 SAR",0
2239,Robert Wood,Perforated Driver Moccasins,"129 
                     
                    97 ","129 SAR
                     
                    97 SAR",0
2240,Aldo,Cowien Sneakers,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",0
2241,Tommy Hilfiger,Corporate Leather Detail Sneakers,"645 
                     
                    484 ","645 SAR
                     
                    484 SAR",0
2242,Seventy Five,Flexible Slip Ons,"119 
                     
                    65 ","119 SAR
                     
                    65 SAR",0
2243,Polo Ralph Lauren,Thompson Slip Ons,"380 
                     
                    247 ","380 SAR
                     
                    247 SAR",0
2244,Aldo,Qasien Sandals,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",0
2245,Steve Madden,Secured Sandals,"199 
                     
                    119 ","199 SAR
                     
                    119 SAR",0
2246,Aldo,Kaenawiel Slide Velcro Sandals,"199 
                     
                    119 ","199 SAR
                     
                    119 SAR",0
2247,Call It Spring,Laoven Sneakers,"320 
                     
                    192 ","320 SAR
                     
                    192 SAR",0
2248,Nike,Mercurial Superfly 6 Elite FG,"1299 
                     
                    1169 ","1299 SAR
                     
                    1169 SAR",0
2249,Puma,Avid Fusefit,"630 
                     
                    378 ","630 SAR
                     
                    378 SAR",0
2251,Kurt Geiger London,Alverez Sneakers,"480 
                     
                    288 ","480 SAR
                     
                    288 SAR",1
2252,G-Star Raw,Logo Strap Casual Slides,"169 
                     
                    101 ","169 SAR
                     
                    101 SAR",0
2253,Topman,Striped Casual Sneakers,"135 
                     
                    84 ","135 SAR
                     
                    84 SAR",0
2254,Steve Madden,Badi Sandals,"279 
                     
                    140 ","279 SAR
                     
                    140 SAR",0
2255,Steve Madden,Africa Cross Strap Sandals,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2256,Ecco,Melbourne Slip ons,"649 
                     
                    487 ","649 SAR
                     
                    487 SAR",1
2258,adidas Originals,Gazelle,"425 
                     
                    255 ","425 SAR
                     
                    255 SAR",0
2260,Seventy Five,Faux Fur Lining High Top Sneakers,"129 
                     
                    84 ","129 SAR
                     
                    84 SAR",1
2262,Reebok,Astroride Flex Tr,"470 
                     
                    447 ","470 SAR
                     
                    447 SAR",0
2264,Nike,Air Max 1,"669 
                     
                    368 ","669 SAR
                     
                    368 SAR",0
2265,Tommy Hilfiger,Iconic Neoprene Sock Runner,"475 
                     
                    404 ","475 SAR
                     
                    404 SAR",0
2266,Asics,GEL-Kayano 5 OG,"615 
                     
                    461 ","615 SAR
                     
                    461 SAR",1
2267,Diesel,S-rv Sneakers,"635 
                     
                    381 ","635 SAR
                     
                    381 SAR",0
2268,Ecco,Vitrus III Lace Ups,"849 
                     
                    637 ","849 SAR
                     
                    637 SAR",0
2269,New Look,Casual Slip Ons,"89 
                     
                    49 ","89 SAR
                     
                    49 SAR",0
2271,Reebok,Revenge Plus MU,"520 
                     
                    260 ","520 SAR
                     
                    260 SAR",0
2272,Tommy Hilfiger,Colour Block Heel Lace Ups,"645 
                     
                    387 ","645 SAR
                     
                    387 SAR",0
2273,Nike,Epic React Flyknit,"749 
                     
                    637 ","749 SAR
                     
                    637 SAR",0
2274,Asics,Fuzetora,"395 
                     
                    246 ","395 SAR
                     
                    246 SAR",0
2275,Le Confort,Formal Lace ups,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2276,Le Coq Sportif,LCS R800,"460 
                     
                    345 ","460 SAR
                     
                    345 SAR",0
2277,Tommy Hilfiger,Casual Slides,"239 
                     
                    143 ","239 SAR
                     
                    143 SAR",0
2278,Asics,GEL - Lyte,"445 
                     
                    334 ","445 SAR
                     
                    334 SAR",1
2280,Crime London,Beat Sneakers,"749 
                     
                    562 ","749 SAR
                     
                    562 SAR",0
2281,Call It Spring,Casual Sneakers,"289 
                     
                    217 ","289 SAR
                     
                    217 SAR",0
2282,Slydes,Cali Logo Pool Slides,"95 
                     
                    71 ","95 SAR
                     
                    71 SAR",1
2283,Aldo,Zeviel Lace Ups,"479 
                     
                    407 ","479 SAR
                     
                    407 SAR",0
2284,Call It Spring,Meriwen Slip Ons,"219 
                     
                    131 ","219 SAR
                     
                    131 SAR",0
2286,Aldo,Fildes Slip Ons,"469 
                     
                    399 ","469 SAR
                     
                    399 SAR",1
2287,Le Coq Sportif,Courtset,"325 
                     
                    244 ","325 SAR
                     
                    244 SAR",0
2288,Le Confort,Cross Strap Sandals,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",0
2289,Asics,GEL - Lyte,"445 
                     
                    267 ","445 SAR
                     
                    267 SAR",1
2290,Aldo,Umenalla Slip Ons,"469 
                     
                    446 ","469 SAR
                     
                    446 SAR",0
2292,Polo Ralph Lauren,Performance Train 200 Sneaker,"720 
                     
                    540 ","720 SAR
                     
                    540 SAR",0
2293,adidas Originals,adicolor Campus,"420 
                     
                    241 ","420 SAR
                     
                    241 SAR",0
2294,Le Confort,Cross Strap Sandals,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",0
2296,Seventy Five,Casual Sneakers,"160 
                     
                    80 ","160 SAR
                     
                    80 SAR",0
2297,Call It Spring,Naniel Lace Ups,"299 
                     
                    239 ","299 SAR
                     
                    239 SAR",0
2298,Steve Madden,Casual  Sneakers,"329 
                     
                    197 ","329 SAR
                     
                    197 SAR",0
2300,Puma,BMW  Leadcat,"210 
                     
                    168 ","210 SAR
                     
                    168 SAR",0
2301,Nike,Air Max 90 Essential,"700 
                     
                    525 ","700 SAR
                     
                    525 SAR",0
2303,Aldo,Tralisien Slip On,"549 
                     
                    280 ","549 SAR
                     
                    280 SAR",0
2304,Puma,Suede Classic x Chain,"455 
                     
                    284 ","455 SAR
                     
                    284 SAR",0
2305,Converse,Chuck Taylor 70,"377 
                     
                    226 ","377 SAR
                     
                    226 SAR",1
2306,Vans,UltraRange 3D,"499 
                     
                    399 ","499 SAR
                     
                    399 SAR",0
2307,Topman,Mantis Weave Open Sandals,"199 
                     
                    129 ","199 SAR
                     
                    129 SAR",0
2308,Diesel,S-Millenium Sneakers,"985 
                     
                    788 ","985 SAR
                     
                    788 SAR",0
2309,Skechers,Go Vulc - Slick,"240 
                     
                    192 ","240 SAR
                     
                    192 SAR",0
2310,Vans,Gum Block Classic Slip Ons,"249 
                     
                    149 ","249 SAR
                     
                    149 SAR",0
2311,Lyle & Scott,Burchill Sneakers,"375 
                     
                    225 ","375 SAR
                     
                    225 SAR",0
2312,Steve Madden,Delish Mule Loafers,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2313,Call It Spring,Scrobb Lace Ups,"239 
                     
                    143 ","239 SAR
                     
                    143 SAR",1
2314,SALSA,Perforated Espadrilles,"345 
                     
                    276 ","345 SAR
                     
                    276 SAR",0
2315,Converse,Chuck Taylor All Star,"293 
                     
                    220 ","293 SAR
                     
                    220 SAR",0
